Source_HUGO	Source_Entrez	Target_HUGO	Target_Entrez
hsa-miR-135a	NA	ATP6V1C2	245973
hsa-miR-135a	NA	LYPLA1	10434
hsa-miR-135a	NA	SLAMF9	89886
hsa-miR-135b	NA	ATP6V1C2	245973
hsa-miR-135b	NA	LYPLA1	10434
hsa-miR-136	NA	CLIC1	1192
hsa-miR-137	NA	CPEB3	22849
hsa-miR-137	NA	FRY	10129
hsa-miR-137	NA	GPX7	2882
hsa-miR-137	NA	KDELR3	11015
hsa-miR-137	NA	VKORC1	79001
hsa-miR-137	NA	ZMYND11	10771
hsa-miR-138	NA	LYPLA1	10434
hsa-miR-138	NA	TPM4	7171
hsa-miR-138	NA	TRAM1	23471
hsa-miR-138	NA	UPF2	26019
hsa-miR-138	NA	ZMYND11	10771
hsa-miR-139-5p	NA	RAP1B	5908
hsa-miR-139-5p	NA	SCAPER	49855
hsa-miR-140	NA	CALU	813
hsa-miR-140-3p	NA	AP2S1	1175
hsa-miR-140-5p	NA	CALU	813
hsa-miR-140-5p	NA	GLB1	2720
hsa-miR-140-5p	NA	MMP11	4320
hsa-miR-140-5p	NA	VEGFA	7422
hsa-miR-141	NA	ATP6V1C2	245973
hsa-miR-141	NA	CALU	813
hsa-miR-141	NA	COMMD10	51397
hsa-miR-141	NA	LOX	4015
hsa-miR-141	NA	LYPLA1	10434
hsa-miR-141	NA	SEP15	9403
hsa-miR-141	NA	TRAM1	23471
hsa-miR-142-3p	NA	KDELR2	11014
hsa-miR-142-3p	NA	PDIA6	10130
hsa-miR-142-3p	NA	PLIN2	123
hsa-miR-142-5p	NA	CAPZA1	829
hsa-miR-142-5p	NA	CPEB3	22849
hsa-miR-142-5p	NA	PLIN2	123
hsa-miR-142-5p	NA	TRAM1	23471
hsa-miR-143	NA	PGK1	5230
hsa-miR-143	NA	PLIN2	123
hsa-miR-144	NA	CAPZA1	829
hsa-miR-144	NA	CPEB3	22849
hsa-miR-144	NA	FRY	10129
hsa-miR-144	NA	RAP1B	5908
hsa-miR-145	NA	GCSH	2653
hsa-miR-145	NA	LOX	4015
hsa-miR-146b-3p	NA	MRPS12	6183
hsa-miR-146b-3p	NA	ZMYND11	10771
hsa-miR-146b-5p	NA	TBL2	26608
hsa-miR-147	NA	VEGFA	7422
hsa-miR-147	NA	VEGFA	7422
hsa-miR-147	NA	ZRANB1	54764
hsa-miR-147b	NA	VKORC1	79001
hsa-miR-148a	NA	ARF4	378
hsa-miR-148b	NA	ARF4	378
hsa-miR-149	NA	RAP1B	5908
hsa-miR-150	NA	CALU	813
hsa-miR-150	NA	COMMD10	51397
hsa-miR-150	NA	PDIA6	10130
hsa-miR-150	NA	PLP2	5355
hsa-miR-150	NA	VEGFA	7422
hsa-miR-151-3p	NA	PTX3	5806
hsa-miR-151-5p	NA	PLP2	5355
hsa-miR-152	NA	ARF4	378
hsa-miR-152	NA	JMY	133746
hsa-miR-153	NA	FAM190B	54462
hsa-miR-153	NA	FAM190B	54462
hsa-miR-153	NA	ZMYND11	10771
hsa-miR-154	NA	CPEB3	22849
hsa-miR-155	NA	HNRNPA3P1	10151
hsa-miR-155	NA	IKBIP	121457
hsa-miR-155	NA	TRAM1	23471
hsa-miR-155	NA	UPF2	26019
hsa-miR-15a	NA	CPEB3	22849
hsa-miR-15a	NA	FRY	10129
hsa-miR-15a	NA	PDIA6	10130
hsa-miR-15a	NA	TRAM1	23471
hsa-miR-15a	NA	VEGFA	7422
hsa-miR-15b	NA	CPEB3	22849
hsa-miR-15b	NA	PDIA6	10130
hsa-miR-15b	NA	TRAM1	23471
hsa-miR-15b	NA	VEGFA	7422
hsa-miR-16	NA	CALU	813
hsa-miR-16	NA	CPEB3	22849
hsa-miR-16	NA	FRY	10129
hsa-miR-16	NA	GPN1	11321
hsa-miR-16	NA	PDIA6	10130
hsa-miR-16	NA	TRAM1	23471
hsa-miR-16	NA	VEGFA	7422
hsa-miR-17	NA	CPEB3	22849
hsa-miR-17	NA	VEGFA	7422
hsa-miR-17	NA	ZRANB1	54764
hsa-miR-181a	NA	FAM190B	54462
hsa-miR-181a	NA	PDIA6	10130
hsa-miR-181a	NA	RAP1B	5908
hsa-miR-181b	NA	CALU	813
hsa-miR-181b	NA	FAM190B	54462
hsa-miR-181b	NA	PDIA6	10130
hsa-miR-181b	NA	RAP1B	5908
hsa-miR-181c	NA	FAM190B	54462
hsa-miR-181c	NA	PDIA6	10130
hsa-miR-181c	NA	RAP1B	5908
hsa-miR-181d	NA	PDIA6	10130
hsa-miR-182	NA	ARF4	378
hsa-miR-183	NA	GCSH	2653
hsa-miR-183	NA	TRAM1	23471
hsa-miR-185	NA	VEGFA	7422
hsa-miR-186	NA	ATP6V1C2	245973
hsa-miR-186	NA	CPEB3	22849
hsa-miR-186	NA	KDELR2	11014
hsa-miR-186	NA	VEGFA	7422
hsa-miR-187	NA	PLP2	5355
hsa-miR-188-3p	NA	AP2S1	1175
hsa-miR-18a	NA	PTX3	5806
hsa-miR-18b	NA	PTX3	5806
hsa-miR-190	NA	ARF4	378
hsa-miR-190	NA	CKLF	51192
hsa-miR-190b	NA	ARF4	378
hsa-miR-190b	NA	CKLF	51192
hsa-miR-191	NA	CAPZA1	829
hsa-miR-192	NA	CLIC1	1192
hsa-miR-192	NA	DDOST	1650
hsa-miR-192	NA	UPF2	26019
hsa-miR-193a-3p	NA	CLIC1	1192
hsa-miR-193a-5p	NA	CLIC1	1192
hsa-miR-193a-5p	NA	NXT1	29107
hsa-miR-193b	NA	CALU	813
hsa-miR-193b	NA	CLIC1	1192
hsa-miR-194	NA	PLIN2	123
hsa-miR-195	NA	CALU	813
hsa-miR-195	NA	CPEB3	22849
hsa-miR-195	NA	FRY	10129
hsa-miR-195	NA	GPN1	11321
hsa-miR-195	NA	PDIA6	10130
hsa-miR-195	NA	TRAM1	23471
hsa-miR-195	NA	VEGFA	7422
hsa-miR-196a	NA	C2orf28	51374
hsa-miR-196a	NA	CPEB3	22849
hsa-miR-196a	NA	PLIN2	123
hsa-miR-196a	NA	ZMYND11	10771
hsa-miR-196b	NA	CPEB3	22849
hsa-miR-196b	NA	LGALS1	3956
hsa-miR-196b	NA	PLIN2	123
hsa-miR-196b	NA	ZMYND11	10771
hsa-miR-197	NA	CLIC1	1192
hsa-miR-197	NA	ZMYND11	10771
hsa-miR-198	NA	IFNGR2	3460
hsa-miR-199a-3p	NA	CPEB3	22849
hsa-miR-199b-3p	NA	CPEB3	22849
hsa-miR-19a	NA	CPEB3	22849
hsa-miR-19a	NA	EDARADD	128178
hsa-miR-19a	NA	FAM190B	54462
hsa-miR-19a	NA	RAP1B	5908
hsa-miR-19a	NA	ZMYND11	10771
hsa-miR-19b	NA	CPEB3	22849
hsa-miR-19b	NA	EDARADD	128178
hsa-miR-19b	NA	FAM190B	54462
hsa-miR-19b	NA	RAP1B	5908
hsa-miR-19b	NA	ZMYND11	10771
hsa-miR-200a	NA	ATP6V1C2	245973
hsa-miR-200a	NA	CALU	813
hsa-miR-200a	NA	COMMD10	51397
hsa-miR-200a	NA	FRY	10129
hsa-miR-200a	NA	LOX	4015
hsa-miR-200a	NA	LYPLA1	10434
hsa-miR-200a	NA	TRAM1	23471
hsa-miR-200b	NA	CALU	813
hsa-miR-200b	NA	LOX	4015
hsa-miR-200c	NA	CALU	813
hsa-miR-200c	NA	LOX	4015
hsa-miR-200c	NA	RAP1B	5908
hsa-miR-202	NA	CALU	813
hsa-miR-202	NA	CPEB3	22849
hsa-miR-202	NA	GLB1	2720
hsa-miR-202	NA	MMP11	4320
hsa-miR-203	NA	CLIC1	1192
hsa-miR-203	NA	UPF2	26019
hsa-miR-203	NA	ZMYND11	10771
hsa-miR-204	NA	GPX7	2882
hsa-miR-205	NA	CALU	813
hsa-miR-205	NA	VEGFA	7422
hsa-miR-206	NA	GBAS	2631
hsa-miR-206	NA	KDELR2	11014
hsa-miR-206	NA	VEGFA	7422
hsa-miR-206	NA	ZMYND11	10771
hsa-miR-208b	NA	IFNGR2	3460
hsa-miR-20a	NA	CPEB3	22849
hsa-miR-20a	NA	VEGFA	7422
hsa-miR-20a	NA	ZRANB1	54764
hsa-miR-20b	NA	CPEB3	22849
hsa-miR-20b	NA	VEGFA	7422
hsa-miR-20b	NA	ZRANB1	54764
hsa-miR-21	NA	CPEB3	22849
hsa-miR-21	NA	GBAS	2631
hsa-miR-21	NA	JMY	133746
hsa-miR-21	NA	PTX3	5806
hsa-miR-211	NA	GPX7	2882
hsa-miR-212	NA	CALU	813
hsa-miR-212	NA	COMMD10	51397
hsa-miR-212	NA	H3F3C	440093
hsa-miR-212	NA	LOX	4015
hsa-miR-212	NA	PDIA6	10130
hsa-miR-214	NA	COMMD10	51397
hsa-miR-215	NA	UPF2	26019
hsa-miR-216a	NA	GBAS	2631
hsa-miR-216b	NA	ZMYND11	10771
hsa-miR-217	NA	LYPLA1	10434
hsa-miR-218	NA	C5orf62	85027
hsa-miR-218	NA	CALU	813
hsa-miR-218	NA	JMY	133746
hsa-miR-218	NA	TXNDC5	81567
hsa-miR-218	NA	ZRANB1	54764
hsa-miR-219	NA	CPEB3	22849
hsa-miR-219-5p	NA	CPEB3	22849
hsa-miR-219-5p	NA	FRY	10129
hsa-miR-219-5p	NA	PDIA6	10130
hsa-miR-219-5p	NA	UPF2	26019
hsa-miR-22	NA	EDARADD	128178
hsa-miR-22	NA	H3F3C	440093
hsa-miR-22	NA	LGALS1	3956
hsa-miR-220b	NA	PLP2	5355
hsa-miR-220b	NA	ZMYND11	10771
hsa-miR-220c	NA	C19orf10	56005
hsa-miR-220c	NA	CLIC1	1192
hsa-miR-221	NA	ARF4	378
hsa-miR-221	NA	CPEB3	22849
hsa-miR-222	NA	ARF4	378
hsa-miR-222	NA	CPEB3	22849
hsa-miR-222	NA	VKORC1	79001
hsa-miR-224	NA	CAPZA1	829
hsa-miR-224	NA	COMMD10	51397
hsa-miR-224	NA	LYPLA1	10434
hsa-miR-224	NA	PTX3	5806
hsa-miR-23a	NA	LYPLA1	10434
hsa-miR-23a	NA	PDIA6	10130
hsa-miR-23a	NA	ZNF90	7643
hsa-miR-23b	NA	GBAS	2631
hsa-miR-23b	NA	LYPLA1	10434
hsa-miR-23b	NA	PDIA6	10130
hsa-miR-23b	NA	ZNF90	7643
hsa-miR-24	NA	AP2S1	1175
hsa-miR-24	NA	RAP1B	5908
hsa-miR-25	NA	CPEB3	22849
hsa-miR-25	NA	FAM190B	54462
hsa-miR-25	NA	FRY	10129
hsa-miR-25	NA	JMY	133746
hsa-miR-25	NA	RAP1B	5908
hsa-miR-26a	NA	CAPZA1	829
hsa-miR-26a	NA	CPEB3	22849
hsa-miR-26a	NA	GPX7	2882
hsa-miR-26b	NA	CAPZA1	829
hsa-miR-26b	NA	CPEB3	22849
hsa-miR-26b	NA	GPX7	2882
hsa-miR-27a	NA	CAPZA1	829
hsa-miR-27a	NA	CPEB3	22849
hsa-miR-27b	NA	CAPZA1	829
hsa-miR-27b	NA	CPEB3	22849
hsa-miR-28	NA	RAP1B	5908
hsa-miR-296-3p	NA	CLIC1	1192
hsa-miR-296-3p	NA	PLP2	5355
hsa-miR-296-3p	NA	SLAMF9	89886
hsa-miR-297	NA	GBAS	2631
hsa-miR-297	NA	VEGFA	7422
hsa-miR-298	NA	PLP2	5355
hsa-miR-298	NA	RAB32	10981
hsa-miR-299-3p	NA	VEGFA	7422
hsa-miR-29a	NA	C2orf28	51374
hsa-miR-29a	NA	CALU	813
hsa-miR-29a	NA	CPEB3	22849
hsa-miR-29a	NA	FAM190B	54462
hsa-miR-29a	NA	GCSH	2653
hsa-miR-29a	NA	GPX7	2882
hsa-miR-29a	NA	PTX3	5806
hsa-miR-29a	NA	VEGFA	7422
hsa-miR-29b	NA	C2orf28	51374
hsa-miR-29b	NA	CPEB3	22849
hsa-miR-29b	NA	FAM190B	54462
hsa-miR-29b	NA	GCSH	2653
hsa-miR-29b	NA	GPX7	2882
hsa-miR-29b	NA	PTX3	5806
hsa-miR-29b	NA	VEGFA	7422
hsa-miR-29c	NA	C2orf28	51374
hsa-miR-29c	NA	CPEB3	22849
hsa-miR-29c	NA	FAM190B	54462
hsa-miR-29c	NA	GCSH	2653
hsa-miR-29c	NA	GPX7	2882
hsa-miR-29c	NA	PTX3	5806
hsa-miR-29c	NA	VEGFA	7422
hsa-miR-300	NA	CPEB3	22849
hsa-miR-300	NA	ZMYND11	10771
hsa-miR-301a	NA	ARF4	378
hsa-miR-301a	NA	C2orf28	51374
hsa-miR-301a	NA	CPEB3	22849
hsa-miR-301b	NA	C2orf28	51374
hsa-miR-301b	NA	CPEB3	22849
hsa-miR-302a	NA	CLIC1	1192
hsa-miR-302a	NA	ZMYND11	10771
hsa-miR-302a	NA	ZRANB1	54764
hsa-miR-302b	NA	CLIC1	1192
hsa-miR-302b	NA	ZMYND11	10771
hsa-miR-302b	NA	ZRANB1	54764
hsa-miR-302c	NA	CLIC1	1192
hsa-miR-302c	NA	PDIA6	10130
hsa-miR-302c	NA	ZMYND11	10771
hsa-miR-302c	NA	ZRANB1	54764
hsa-miR-302d	NA	CLIC1	1192
hsa-miR-302d	NA	VEGFA	7422
hsa-miR-302d	NA	ZMYND11	10771
hsa-miR-302d	NA	ZRANB1	54764
hsa-miR-30a	NA	ARF4	378
hsa-miR-30a	NA	CALU	813
hsa-miR-30a	NA	CAPZA1	829
hsa-miR-30a	NA	CPEB3	22849
hsa-miR-30a	NA	RAB32	10981
hsa-miR-30a	NA	RAP1B	5908
hsa-miR-30a	NA	RARRES1	5918
hsa-miR-30a	NA	TXNDC5	81567
hsa-miR-30a-5p	NA	CALU	813
hsa-miR-30a-5p	NA	CAPZA1	829
hsa-miR-30a-5p	NA	CPEB3	22849
hsa-miR-30a-5p	NA	RAB32	10981
hsa-miR-30a-5p	NA	RAP1B	5908
hsa-miR-30b	NA	ARF4	378
hsa-miR-30b	NA	CALU	813
hsa-miR-30b	NA	CAPZA1	829
hsa-miR-30b	NA	CPEB3	22849
hsa-miR-30b	NA	RAB32	10981
hsa-miR-30b	NA	RAP1B	5908
hsa-miR-30b	NA	RARRES1	5918
hsa-miR-30b	NA	TXNDC5	81567
hsa-miR-30c	NA	ARF4	378
hsa-miR-30c	NA	CALU	813
hsa-miR-30c	NA	CAPZA1	829
hsa-miR-30c	NA	CPEB3	22849
hsa-miR-30c	NA	RAB32	10981
hsa-miR-30c	NA	RARRES1	5918
hsa-miR-30d	NA	ARF4	378
hsa-miR-30d	NA	CALU	813
hsa-miR-30d	NA	CAPZA1	829
hsa-miR-30d	NA	CPEB3	22849
hsa-miR-30d	NA	RAB32	10981
hsa-miR-30d	NA	RAP1B	5908
hsa-miR-30d	NA	RARRES1	5918
hsa-miR-30e	NA	ARF4	378
hsa-miR-30e	NA	CALU	813
hsa-miR-30e	NA	CAPZA1	829
hsa-miR-30e	NA	CPEB3	22849
hsa-miR-30e	NA	RAB32	10981
hsa-miR-30e	NA	RAP1B	5908
hsa-miR-30e	NA	RARRES1	5918
hsa-miR-31	NA	CALU	813
hsa-miR-31	NA	COMMD10	51397
hsa-miR-31	NA	KDELR2	11014
hsa-miR-32	NA	CPEB3	22849
hsa-miR-32	NA	FAM190B	54462
hsa-miR-32	NA	FRY	10129
hsa-miR-32	NA	JMY	133746
hsa-miR-32	NA	RAP1B	5908
hsa-miR-320	NA	CPEB3	22849
hsa-miR-320	NA	SEP15	9403
hsa-miR-323-3p	NA	FRY	10129
hsa-miR-324-5p	NA	MMP11	4320
hsa-miR-326	NA	SLAMF9	89886
hsa-miR-328	NA	MMP11	4320
hsa-miR-330	NA	VEGFA	7422
hsa-miR-330-3p	NA	VEGFA	7422
hsa-miR-330-5p	NA	SLAMF9	89886
hsa-miR-331-3p	NA	MMP11	4320
hsa-miR-331-3p	NA	SLAMF9	89886
hsa-miR-335	NA	ARF4	378
hsa-miR-335	NA	CALU	813
hsa-miR-335	NA	GPX7	2882
hsa-miR-338	NA	CPEB3	22849
hsa-miR-338-3p	NA	CPEB3	22849
hsa-miR-338-3p	NA	MRPS12	6183
hsa-miR-338-5p	NA	ARF4	378
hsa-miR-338-5p	NA	CPEB3	22849
hsa-miR-339-3p	NA	KDELR2	11014
hsa-miR-33a	NA	FRY	10129
hsa-miR-340	NA	CAPZA1	829
hsa-miR-340	NA	CPEB3	22849
hsa-miR-340	NA	LYPLA1	10434
hsa-miR-340	NA	SCAPER	49855
hsa-miR-340	NA	ZMYND11	10771
hsa-miR-342-3p	NA	AP2S1	1175
hsa-miR-342-5p	NA	AP2S1	1175
hsa-miR-342-5p	NA	C2orf28	51374
hsa-miR-34a	NA	AP2S1	1175
hsa-miR-34a	NA	CPEB3	22849
hsa-miR-34a	NA	VEGFA	7422
hsa-miR-34b	NA	CPEB3	22849
hsa-miR-34b	NA	RAP1B	5908
hsa-miR-34b	NA	TXNDC5	81567
hsa-miR-34b	NA	VEGFA	7422
hsa-miR-34b*	NA	VEGFA	7422
hsa-miR-34c-5p	NA	AP2S1	1175
hsa-miR-34c-5p	NA	LDHA	3939
hsa-miR-34c-5p	NA	PDIA6	10130
hsa-miR-361-3p	NA	MRPS12	6183
hsa-miR-361-5p	NA	ARF4	378
hsa-miR-361-5p	NA	NXT1	29107
hsa-miR-361-5p	NA	VEGFA	7422
hsa-miR-363	NA	CPEB3	22849
hsa-miR-363	NA	FAM190B	54462
hsa-miR-363	NA	FRY	10129
hsa-miR-363	NA	JMY	133746
hsa-miR-363	NA	RAP1B	5908
hsa-miR-365	NA	TRAM1	23471
hsa-miR-367	NA	CPEB3	22849
hsa-miR-367	NA	FAM190B	54462
hsa-miR-367	NA	FRY	10129
hsa-miR-367	NA	JMY	133746
hsa-miR-367	NA	RAP1B	5908
hsa-miR-369-3p	NA	CALU	813
hsa-miR-369-3p	NA	CAPZA1	829
hsa-miR-369-3p	NA	CPEB3	22849
hsa-miR-369-3p	NA	LOX	4015
hsa-miR-369-3p	NA	ZMYND11	10771
hsa-miR-369-3p	NA	ZRANB1	54764
hsa-miR-370	NA	AP2S1	1175
hsa-miR-370	NA	UPF2	26019
hsa-miR-370	NA	ZMYND11	10771
hsa-miR-371-5p	NA	CALU	813
hsa-miR-371-5p	NA	COMMD10	51397
hsa-miR-371-5p	NA	ZNF33A	7581
hsa-miR-372	NA	CLIC1	1192
hsa-miR-372	NA	VEGFA	7422
hsa-miR-372	NA	ZMYND11	10771
hsa-miR-372	NA	ZRANB1	54764
hsa-miR-373	NA	CLIC1	1192
hsa-miR-373	NA	GBAS	2631
hsa-miR-373	NA	VEGFA	7422
hsa-miR-373	NA	ZMYND11	10771
hsa-miR-373	NA	ZRANB1	54764
hsa-miR-374b	NA	CALU	813
hsa-miR-376a	NA	PDIA6	10130
hsa-miR-376b	NA	PDIA6	10130
hsa-miR-376c	NA	FRY	10129
hsa-miR-377	NA	C5orf62	85027
hsa-miR-377	NA	VEGFA	7422
hsa-miR-378	NA	PLP2	5355
hsa-miR-378	NA	VEGFA	7422
hsa-miR-378	NA	VEGFA	7422
hsa-miR-379	NA	CCNB1	891
hsa-miR-381	NA	CPEB3	22849
hsa-miR-382	NA	GGH	8836
hsa-miR-383	NA	VEGFA	7422
hsa-miR-384	NA	ZRANB1	54764
hsa-miR-409-5p	NA	CAPZA1	829
hsa-miR-409-5p	NA	ZMYND11	10771
hsa-miR-410	NA	CPEB3	22849
hsa-miR-410	NA	LDHA	3939
hsa-miR-410	NA	PTX3	5806
hsa-miR-421	NA	CAPZA1	829
hsa-miR-421	NA	EDARADD	128178
hsa-miR-421	NA	SNRPD2	6633
hsa-miR-423-3p	NA	FRY	10129
hsa-miR-423-3p	NA	MMP11	4320
hsa-miR-424	NA	CALU	813
hsa-miR-424	NA	CPEB3	22849
hsa-miR-424	NA	FRY	10129
hsa-miR-424	NA	PDIA6	10130
hsa-miR-424	NA	TRAM1	23471
hsa-miR-424	NA	VEGFA	7422
hsa-miR-425	NA	UPF2	26019
hsa-miR-429	NA	CALU	813
hsa-miR-429	NA	IFNGR2	3460
hsa-miR-429	NA	LOX	4015
hsa-miR-429	NA	RAP1B	5908
hsa-miR-429	NA	VEGFA	7422
hsa-miR-432	NA	CLIC1	1192
hsa-miR-433	NA	C5orf62	85027
hsa-miR-448	NA	FAM190B	54462
hsa-miR-448	NA	H3F3C	440093
hsa-miR-449a	NA	AP2S1	1175
hsa-miR-449a	NA	COMMD10	51397
hsa-miR-449a	NA	LDHA	3939
hsa-miR-449b	NA	AP2S1	1175
hsa-miR-449b	NA	COMMD10	51397
hsa-miR-449b	NA	LDHA	3939
hsa-miR-450b-5p	NA	ARF4	378
hsa-miR-450b-5p	NA	PTX3	5806
hsa-miR-452	NA	NXT1	29107
hsa-miR-454	NA	ARF4	378
hsa-miR-454	NA	C2orf28	51374
hsa-miR-454	NA	CAPZA1	829
hsa-miR-454	NA	CPEB3	22849
hsa-miR-454	NA	PTX3	5806
hsa-miR-455-3p	NA	FRY	10129
hsa-miR-455-3p	NA	LOX	4015
hsa-miR-455-3p	NA	VKORC1	79001
hsa-miR-485-5p	NA	ATP6V1C2	245973
hsa-miR-485-5p	NA	UPF2	26019
hsa-miR-486-3p	NA	DYNC1H1	1778
hsa-miR-487a	NA	PLIN2	123
hsa-miR-488	NA	ZRANB1	54764
hsa-miR-489	NA	AP2S1	1175
hsa-miR-489	NA	LDHA	3939
hsa-miR-489	NA	ZMYND11	10771
hsa-miR-490-3p	NA	C5orf62	85027
hsa-miR-490-5p	NA	GCSH	2653
hsa-miR-490-5p	NA	IFNGR2	3460
hsa-miR-492	NA	CNIH4	29097
hsa-miR-493	NA	UPF2	26019
hsa-miR-494	NA	H3F3C	440093
hsa-miR-494	NA	PCOLCE	5118
hsa-miR-494	NA	RAP1B	5908
hsa-miR-495	NA	CALU	813
hsa-miR-495	NA	CAPZA1	829
hsa-miR-495	NA	CPEB3	22849
hsa-miR-495	NA	TXNDC5	81567
hsa-miR-496	NA	ARF4	378
hsa-miR-496	NA	CPEB3	22849
hsa-miR-496	NA	GCSH	2653
hsa-miR-497	NA	CALU	813
hsa-miR-497	NA	CPEB3	22849
hsa-miR-497	NA	PDIA6	10130
hsa-miR-497	NA	TRAM1	23471
hsa-miR-497	NA	VEGFA	7422
hsa-miR-498	NA	PDIA6	10130
hsa-miR-499-3p	NA	CPEB3	22849
hsa-miR-499-3p	NA	FRY	10129
hsa-miR-499-3p	NA	PDIA6	10130
hsa-miR-499-5p	NA	TRAM1	23471
hsa-miR-503	NA	CPEB3	22849
hsa-miR-503	NA	FRY	10129
hsa-miR-503	NA	VEGFA	7422
hsa-miR-504	NA	H3F3C	440093
hsa-miR-504	NA	MRPS12	6183
hsa-miR-504	NA	VEGFA	7422
hsa-miR-504	NA	ZMYND11	10771
hsa-miR-505	NA	SNRPD2	6633
hsa-miR-505	NA	ZMYND11	10771
hsa-miR-506	NA	CALU	813
hsa-miR-506	NA	CNIH4	29097
hsa-miR-506	NA	KDELR2	11014
hsa-miR-506	NA	PLP2	5355
hsa-miR-507	NA	LOX	4015
hsa-miR-509-3p	NA	PLP2	5355
hsa-miR-510	NA	PLP2	5355
hsa-miR-511	NA	PTX3	5806
hsa-miR-512-5p	NA	C2orf28	51374
hsa-miR-514	NA	GCSH	2653
hsa-miR-515-5p	NA	PLP2	5355
hsa-miR-516a-5p	NA	UPF2	26019
hsa-miR-516b	NA	MRPL36	64979
hsa-miR-517a	NA	PLP2	5355
hsa-miR-517c	NA	PLP2	5355
hsa-miR-518a-3p	NA	RAP1B	5908
hsa-miR-518a-5p	NA	CALU	813
hsa-miR-518f	NA	RAP1B	5908
hsa-miR-519a	NA	CPEB3	22849
hsa-miR-519b-3p	NA	CPEB3	22849
hsa-miR-519c-3p	NA	C2orf28	51374
hsa-miR-519c-3p	NA	CPEB3	22849
hsa-miR-519d	NA	CPEB3	22849
hsa-miR-519d	NA	VEGFA	7422
hsa-miR-520a-3p	NA	CLIC1	1192
hsa-miR-520a-3p	NA	VEGFA	7422
hsa-miR-520a-3p	NA	ZRANB1	54764
hsa-miR-520b	NA	CLIC1	1192
hsa-miR-520b	NA	CPEB3	22849
hsa-miR-520b	NA	VEGFA	7422
hsa-miR-520b	NA	ZRANB1	54764
hsa-miR-520c-3p	NA	CLIC1	1192
hsa-miR-520c-3p	NA	CPEB3	22849
hsa-miR-520c-3p	NA	VEGFA	7422
hsa-miR-520c-3p	NA	ZRANB1	54764
hsa-miR-520d-3p	NA	CLIC1	1192
hsa-miR-520d-3p	NA	CPEB3	22849
hsa-miR-520d-3p	NA	VEGFA	7422
hsa-miR-520d-3p	NA	ZRANB1	54764
hsa-miR-520d-5p	NA	CALU	813
hsa-miR-520d-5p	NA	CPEB3	22849
hsa-miR-520d-5p	NA	SEP15	9403
hsa-miR-520e	NA	CLIC1	1192
hsa-miR-520e	NA	CPEB3	22849
hsa-miR-520e	NA	VEGFA	7422
hsa-miR-520e	NA	ZRANB1	54764
hsa-miR-520f	NA	ZMYND11	10771
hsa-miR-520f	NA	ZRANB1	54764
hsa-miR-520g	NA	VEGFA	7422
hsa-miR-520h	NA	VEGFA	7422
hsa-miR-524-5p	NA	CALU	813
hsa-miR-524-5p	NA	CPEB3	22849
hsa-miR-524-5p	NA	SEP15	9403
hsa-miR-525-3p	NA	PLIN2	123
hsa-miR-525-3p	NA	PLP2	5355
hsa-miR-526b	NA	C2orf28	51374
hsa-miR-526b	NA	PDIA6	10130
hsa-miR-532-5p	NA	C2orf28	51374
hsa-miR-532-5p	NA	CPEB3	22849
hsa-miR-532-5p	NA	IFNGR2	3460
hsa-miR-539	NA	ARF4	378
hsa-miR-539	NA	ZRANB1	54764
hsa-miR-542-3p	NA	PDIA6	10130
hsa-miR-543	NA	PDIA6	10130
hsa-miR-543	NA	VEGFA	7422
hsa-miR-544	NA	CPEB3	22849
hsa-miR-544	NA	FRY	10129
hsa-miR-544	NA	MRPS12	6183
hsa-miR-544	NA	TMEM106C	79022
hsa-miR-545	NA	CNIH4	29097
hsa-miR-548a-3p	NA	PLIN2	123
hsa-miR-548a-3p	NA	VEGFA	7422
hsa-miR-548a-5p	NA	CCNB1	891
hsa-miR-548a-5p	NA	CKLF	51192
hsa-miR-548a-5p	NA	PLIN2	123
hsa-miR-548a-5p	NA	ZMYND11	10771
hsa-miR-548b-3p	NA	COMMD10	51397
hsa-miR-548b-5p	NA	CCNB1	891
hsa-miR-548b-5p	NA	CKLF	51192
hsa-miR-548b-5p	NA	LOX	4015
hsa-miR-548b-5p	NA	ZMYND11	10771
hsa-miR-548c-3p	NA	CLIC1	1192
hsa-miR-548c-3p	NA	COMMD10	51397
hsa-miR-548c-3p	NA	CPEB3	22849
hsa-miR-548c-3p	NA	TRAM1	23471
hsa-miR-548c-5p	NA	CCNB1	891
hsa-miR-548c-5p	NA	CKLF	51192
hsa-miR-548c-5p	NA	PTX3	5806
hsa-miR-548c-5p	NA	ZMYND11	10771
hsa-miR-548d-3p	NA	COMMD10	51397
hsa-miR-548d-3p	NA	ZMYND11	10771
hsa-miR-548d-5p	NA	ARF4	378
hsa-miR-548d-5p	NA	CCNB1	891
hsa-miR-548d-5p	NA	CKLF	51192
hsa-miR-548d-5p	NA	LOX	4015
hsa-miR-548d-5p	NA	ZMYND11	10771
hsa-miR-552	NA	FRY	10129
hsa-miR-556-3p	NA	CPEB3	22849
hsa-miR-556-3p	NA	UPF2	26019
hsa-miR-556-5p	NA	GBAS	2631
hsa-miR-557	NA	TXNDC5	81567
hsa-miR-558	NA	CNIH4	29097
hsa-miR-559	NA	CCNB1	891
hsa-miR-561	NA	LOX	4015
hsa-miR-561	NA	NXT1	29107
hsa-miR-564	NA	AP2S1	1175
hsa-miR-567	NA	LYPLA1	10434
hsa-miR-568	NA	LYPLA1	10434
